{'output_directory': 'save_folder', 'grid_size': 4, 'min_other_objects': 4, 'max_objects': 4, 'min_object_size': 1, 'max_object_size': 4, 'other_objects_sample_percentage': 0.3, 'obstacles_flag': False, 'num_obstacles': 5, 'enable_maze': False, 'maze_complexity': 0, 'maze_density': 0, 'type_grammar': 'simple_intrans', 'intransitive_verbs': 'walk', 'transitive_verbs': 'push,pull,pickup,drop', 'nouns': 'circle,square,cylinder,diamond', 'color_adjectives': 'red,blue,yellow,green', 'size_adjectives': '', 'keep_fixed_weights': True, 'all_light': True, 'num_episodes': 300000, 'episode_len': 10, 'grid_input_type': 'vector', 'comm_type': 'continuous', 'comm_setting': 'cheap_talk', 'temp': 1, 'lights_out': False, 'render_episode': False, 'wait_time': 0.3}
Episode: 1 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1379, grad_fn=<SubBackward0>)
Episode: 1716 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1262, grad_fn=<SubBackward0>)
Episode: 1717 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1207, grad_fn=<SubBackward0>)
Episode: 1718 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1173, grad_fn=<SubBackward0>)
Episode: 1719 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1215, grad_fn=<SubBackward0>)
Episode: 1720 | Train Reward: tensor([0., 0., 0., 1.]) | Train Loss: tensor(1.0864, grad_fn=<SubBackward0>)
Episode: 1721 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1235, grad_fn=<SubBackward0>)
Episode: 1722 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1225, grad_fn=<SubBackward0>)
Episode: 1723 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1161, grad_fn=<SubBackward0>)
Episode: 1724 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1225, grad_fn=<SubBackward0>)
Episode: 1725 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1160, grad_fn=<SubBackward0>)
Episode: 1726 | Train Reward: tensor([0., 0., 0., 1.]) | Train Loss: tensor(0.9546, grad_fn=<SubBackward0>)
Episode: 1727 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1270, grad_fn=<SubBackward0>)
Episode: 1728 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1238, grad_fn=<SubBackward0>)
Episode: 1729 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1253, grad_fn=<SubBackward0>)
Episode: 1730 | Train Reward: tensor([0., 0., 1.]) | Train Loss: tensor(1.4288, grad_fn=<SubBackward0>)
Episode: 1731 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1196, grad_fn=<SubBackward0>)
Episode: 1732 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1228, grad_fn=<SubBackward0>)
Episode: 1733 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1256, grad_fn=<SubBackward0>)
Episode: 1734 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1248, grad_fn=<SubBackward0>)
Episode: 1735 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1263, grad_fn=<SubBackward0>)
Episode: 1736 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1265, grad_fn=<SubBackward0>)
Episode: 1737 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1251, grad_fn=<SubBackward0>)
Episode: 1738 | Train Reward: tensor([0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(0.9928, grad_fn=<SubBackward0>)
Episode: 1739 | Train Reward: tensor([0., 0., 1.]) | Train Loss: tensor(0.9649, grad_fn=<SubBackward0>)
Episode: 1740 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1256, grad_fn=<SubBackward0>)
Episode: 1741 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1273, grad_fn=<SubBackward0>)
Episode: 1742 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1252, grad_fn=<SubBackward0>)
Episode: 1743 | Train Reward: tensor([1.]) | Train Loss: tensor(0.8608, grad_fn=<SubBackward0>)
Episode: 1744 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1229, grad_fn=<SubBackward0>)
Episode: 1745 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1231, grad_fn=<SubBackward0>)
Episode: 1746 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1267, grad_fn=<SubBackward0>)
Episode: 1747 | Train Reward: tensor([1.]) | Train Loss: tensor(0.8310, grad_fn=<SubBackward0>)
Episode: 1748 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1227, grad_fn=<SubBackward0>)
Episode: 1749 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1276, grad_fn=<SubBackward0>)
Episode: 1750 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1259, grad_fn=<SubBackward0>)
Episode: 1751 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1263, grad_fn=<SubBackward0>)
Episode: 1752 | Train Reward: tensor([0., 1.]) | Train Loss: tensor(1.2656, grad_fn=<SubBackward0>)
Episode: 1753 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1264, grad_fn=<SubBackward0>)
Episode: 1754 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1279, grad_fn=<SubBackward0>)
Episode: 1755 | Train Reward: tensor([1.]) | Train Loss: tensor(0.8443, grad_fn=<SubBackward0>)
Episode: 1756 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1259, grad_fn=<SubBackward0>)
Episode: 1757 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1238, grad_fn=<SubBackward0>)
Episode: 1758 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1225, grad_fn=<SubBackward0>)
Episode: 1759 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1254, grad_fn=<SubBackward0>)
Episode: 1760 | Train Reward: tensor([0., 0., 0., 0., 1.]) | Train Loss: tensor(0.6523, grad_fn=<SubBackward0>)
Episode: 1761 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1213, grad_fn=<SubBackward0>)
Episode: 1762 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1295, grad_fn=<SubBackward0>)
Episode: 1763 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1268, grad_fn=<SubBackward0>)
Episode: 1764 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1256, grad_fn=<SubBackward0>)
Episode: 1765 | Train Reward: tensor([0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(0.8471, grad_fn=<SubBackward0>)
Episode: 1766 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1178, grad_fn=<SubBackward0>)
Episode: 1767 | Train Reward: tensor([0., 0., 0., 1.]) | Train Loss: tensor(1.1664, grad_fn=<SubBackward0>)
Episode: 1768 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1207, grad_fn=<SubBackward0>)
Episode: 1769 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1270, grad_fn=<SubBackward0>)
Episode: 1770 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1194, grad_fn=<SubBackward0>)
Episode: 1771 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(0.6404, grad_fn=<SubBackward0>)
Episode: 1772 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1251, grad_fn=<SubBackward0>)
Episode: 1773 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1263, grad_fn=<SubBackward0>)
Episode: 1774 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(0.8189, grad_fn=<SubBackward0>)
Episode: 1775 | Train Reward: tensor([0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(0.8522, grad_fn=<SubBackward0>)
Episode: 1776 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1254, grad_fn=<SubBackward0>)
Episode: 1777 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1251, grad_fn=<SubBackward0>)
Episode: 1778 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1188, grad_fn=<SubBackward0>)
Episode: 1779 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1219, grad_fn=<SubBackward0>)
Episode: 1780 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1218, grad_fn=<SubBackward0>)
Episode: 1781 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1175, grad_fn=<SubBackward0>)
Episode: 1782 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1226, grad_fn=<SubBackward0>)
Episode: 1783 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1210, grad_fn=<SubBackward0>)
Episode: 1784 | Train Reward: tensor([0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(1.0843, grad_fn=<SubBackward0>)
Episode: 1785 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1212, grad_fn=<SubBackward0>)
Episode: 1786 | Train Reward: tensor([0., 1.]) | Train Loss: tensor(1.4454, grad_fn=<SubBackward0>)
Episode: 1787 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1216, grad_fn=<SubBackward0>)
Episode: 1788 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1262, grad_fn=<SubBackward0>)
Episode: 1789 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1213, grad_fn=<SubBackward0>)
Episode: 1790 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1225, grad_fn=<SubBackward0>)
Episode: 1791 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1279, grad_fn=<SubBackward0>)
Episode: 1792 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1237, grad_fn=<SubBackward0>)
Episode: 1793 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1227, grad_fn=<SubBackward0>)
Episode: 1794 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1281, grad_fn=<SubBackward0>)
Episode: 1795 | Train Reward: tensor([0., 0., 0., 1.]) | Train Loss: tensor(0.9692, grad_fn=<SubBackward0>)
Episode: 1796 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1301, grad_fn=<SubBackward0>)
Episode: 1797 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1318, grad_fn=<SubBackward0>)
Episode: 1798 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1212, grad_fn=<SubBackward0>)
Episode: 1799 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1275, grad_fn=<SubBackward0>)
Episode: 1800 | Train Reward: tensor([0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(1.0908, grad_fn=<SubBackward0>)
Episode: 1801 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1290, grad_fn=<SubBackward0>)
Episode: 1802 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1229, grad_fn=<SubBackward0>)
Episode: 1803 | Train Reward: tensor([0., 0., 0., 0., 1.]) | Train Loss: tensor(0.9489, grad_fn=<SubBackward0>)
Episode: 1804 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1277, grad_fn=<SubBackward0>)
Episode: 1805 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1250, grad_fn=<SubBackward0>)
Episode: 1806 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1307, grad_fn=<SubBackward0>)
Episode: 1807 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1310, grad_fn=<SubBackward0>)
Episode: 1808 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1313, grad_fn=<SubBackward0>)
Episode: 1809 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1297, grad_fn=<SubBackward0>)
Episode: 1810 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1302, grad_fn=<SubBackward0>)
Episode: 1811 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1316, grad_fn=<SubBackward0>)
Episode: 1812 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1321, grad_fn=<SubBackward0>)
Episode: 1813 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1345, grad_fn=<SubBackward0>)
Episode: 1814 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1323, grad_fn=<SubBackward0>)
Episode: 1815 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1302, grad_fn=<SubBackward0>)
Episode: 1816 | Train Reward: tensor([0., 1.]) | Train Loss: tensor(1.3300, grad_fn=<SubBackward0>)
Episode: 1817 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1305, grad_fn=<SubBackward0>)
Episode: 1818 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1334, grad_fn=<SubBackward0>)
Episode: 1819 | Train Reward: tensor([0., 0., 0., 1.]) | Train Loss: tensor(0.7805, grad_fn=<SubBackward0>)
Episode: 1820 | Train Reward: tensor([1.]) | Train Loss: tensor(0.8963, grad_fn=<SubBackward0>)
Episode: 1821 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1331, grad_fn=<SubBackward0>)
Episode: 1822 | Train Reward: tensor([1.]) | Train Loss: tensor(1.1936, grad_fn=<SubBackward0>)
Episode: 1823 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1283, grad_fn=<SubBackward0>)
Episode: 1824 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1329, grad_fn=<SubBackward0>)
Episode: 1825 | Train Reward: tensor([1.]) | Train Loss: tensor(1.2406, grad_fn=<SubBackward0>)
Episode: 1826 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1289, grad_fn=<SubBackward0>)
Episode: 1827 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1281, grad_fn=<SubBackward0>)
Episode: 1828 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1277, grad_fn=<SubBackward0>)
Episode: 1829 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1304, grad_fn=<SubBackward0>)
Episode: 1830 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1309, grad_fn=<SubBackward0>)
Episode: 1831 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(1.0364, grad_fn=<SubBackward0>)
Episode: 1832 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1243, grad_fn=<SubBackward0>)
Episode: 1833 | Train Reward: tensor([1.]) | Train Loss: tensor(0.8625, grad_fn=<SubBackward0>)
Episode: 1834 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1271, grad_fn=<SubBackward0>)
Episode: 1835 | Train Reward: tensor([1.]) | Train Loss: tensor(1.1411, grad_fn=<SubBackward0>)
Episode: 1836 | Train Reward: tensor([0., 1.]) | Train Loss: tensor(1.4850, grad_fn=<SubBackward0>)
Episode: 1837 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1236, grad_fn=<SubBackward0>)
Episode: 1838 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(0.7692, grad_fn=<SubBackward0>)
Episode: 1839 | Train Reward: tensor([0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(1.0638, grad_fn=<SubBackward0>)
Episode: 1840 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1288, grad_fn=<SubBackward0>)
Episode: 1841 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1249, grad_fn=<SubBackward0>)
Episode: 1842 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1291, grad_fn=<SubBackward0>)
Episode: 1843 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(0.9264, grad_fn=<SubBackward0>)
Episode: 1844 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1254, grad_fn=<SubBackward0>)
Episode: 1845 | Train Reward: tensor([0., 0., 0., 1.]) | Train Loss: tensor(0.9105, grad_fn=<SubBackward0>)
Episode: 1846 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1346, grad_fn=<SubBackward0>)
Episode: 1847 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1332, grad_fn=<SubBackward0>)
Episode: 1848 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1348, grad_fn=<SubBackward0>)
Episode: 1849 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1220, grad_fn=<SubBackward0>)
Episode: 1850 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1294, grad_fn=<SubBackward0>)
Episode: 1851 | Train Reward: tensor([0., 1.]) | Train Loss: tensor(0.9566, grad_fn=<SubBackward0>)
Episode: 1852 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1322, grad_fn=<SubBackward0>)
Episode: 1853 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1322, grad_fn=<SubBackward0>)
Episode: 1854 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1252, grad_fn=<SubBackward0>)
Episode: 1855 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1282, grad_fn=<SubBackward0>)
Episode: 1856 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1270, grad_fn=<SubBackward0>)
Episode: 1857 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1213, grad_fn=<SubBackward0>)
Episode: 1858 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1270, grad_fn=<SubBackward0>)
Episode: 1859 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1323, grad_fn=<SubBackward0>)
Episode: 1860 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(0.8893, grad_fn=<SubBackward0>)
Episode: 1861 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(1.0920, grad_fn=<SubBackward0>)
Episode: 1862 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1273, grad_fn=<SubBackward0>)
Episode: 1863 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1306, grad_fn=<SubBackward0>)
Episode: 1864 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1269, grad_fn=<SubBackward0>)
Episode: 1865 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1305, grad_fn=<SubBackward0>)
Episode: 1866 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1296, grad_fn=<SubBackward0>)
Episode: 1867 | Train Reward: tensor([0., 0., 0., 0., 1.]) | Train Loss: tensor(0.9969, grad_fn=<SubBackward0>)
Episode: 1868 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1300, grad_fn=<SubBackward0>)
Episode: 1869 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1303, grad_fn=<SubBackward0>)
Episode: 1870 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1336, grad_fn=<SubBackward0>)
Episode: 1871 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1317, grad_fn=<SubBackward0>)
Episode: 1872 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1333, grad_fn=<SubBackward0>)
Episode: 1873 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1281, grad_fn=<SubBackward0>)
Episode: 1874 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1330, grad_fn=<SubBackward0>)
Episode: 1875 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1331, grad_fn=<SubBackward0>)
Episode: 1876 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1335, grad_fn=<SubBackward0>)
Episode: 1877 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1307, grad_fn=<SubBackward0>)
Episode: 1878 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1320, grad_fn=<SubBackward0>)
Episode: 1879 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1316, grad_fn=<SubBackward0>)
Episode: 1880 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1345, grad_fn=<SubBackward0>)
Episode: 1881 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1336, grad_fn=<SubBackward0>)
Episode: 1882 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1367, grad_fn=<SubBackward0>)
Episode: 1883 | Train Reward: tensor([0., 1.]) | Train Loss: tensor(1.0644, grad_fn=<SubBackward0>)
Episode: 1884 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1308, grad_fn=<SubBackward0>)
Episode: 1885 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1355, grad_fn=<SubBackward0>)
Episode: 1886 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1354, grad_fn=<SubBackward0>)
Episode: 1887 | Train Reward: tensor([1.]) | Train Loss: tensor(1.1697, grad_fn=<SubBackward0>)
